inquiry_id,client_id,created_at,resolved_at,resolution_minutes,issue_category,issue_subcategory,priority,sla_hours,resolved_within_sla,satisfaction_score,channel,region,handled_by
INC04358,C1997,5/31/2025 5:02,5/31/2025 6:47,105,Fraud Detection,Suspicious Login,Low,72,TRUE,4,Chat,East,Agent_54
INC04359,C1661,9/5/2025 8:00,9/5/2025 10:50,170,Account Access,Password Reset,Low,72,TRUE,5,Mobile App,East,Agent_77
INC04360,C1310,5/5/2025 1:59,5/5/2025 9:22,443,Delay,Interbank Delay,High,24,TRUE,4,Phone,East,Agent_95
INC04361,C1804,1/27/2025 12:40,1/27/2025 23:21,641,Delay,Clearing Delay,High,24,TRUE,3,Chat,West,Agent_46
INC04362,C1038,6/8/2025 16:16,6/9/2025 23:30,1874,Chargeback,Customer Dispute,Low,72,TRUE,4,Phone,East,Agent_92
INC04363,C1216,7/31/2025 8:54,8/1/2025 22:25,2251,Fraud Detection,Account Takeover,Low,72,TRUE,3,Chat,Central,Agent_104
INC04364,C1594,8/14/2025 11:10,8/14/2025 15:41,271,Transaction Mismatch,Duplicate Transaction,Critical,4,FALSE,2,Email,East,Agent_51
INC04365,C1040,8/6/2025 4:20,8/6/2025 8:22,242,Transaction Mismatch,Amount Mismatch,Critical,4,FALSE,1,Mobile App,Central,Agent_43
INC04366,C1361,2/10/2025 2:32,2/11/2025 9:08,1836,Delay,Clearing Delay,High,24,FALSE,1,Email,East,Agent_8
INC04367,C1962,3/2/2025 11:36,3/2/2025 12:57,81,Payment Failure,Insufficient Funds,Low,72,TRUE,5,Phone,West,Agent_112
INC04368,C1495,2/6/2025 15:16,2/7/2025 7:56,1000,Payment Failure,Beneficiary Error,Low,72,TRUE,5,Mobile App,South,Agent_105
INC04369,C1717,2/21/2025 20:02,2/22/2025 0:47,285,Chargeback,Customer Dispute,High,24,TRUE,,Email,North,Agent_75
INC04370,C1423,8/23/2025 12:30,8/24/2025 2:01,811,Delay,Interbank Delay,Critical,4,FALSE,1,Chat,East,Agent_36
INC04371,C1777,7/14/2025 18:26,7/14/2025 21:32,186,Transaction Mismatch,Missing Transaction,Medium,48,TRUE,5,Email,East,Agent_88
INC04372,C1887,6/7/2025 2:42,6/7/2025 5:46,184,Fraud Detection,Suspicious Login,High,24,TRUE,4,Phone,South,Agent_111
INC04373,C1729,8/16/2025 20:08,8/17/2025 8:04,716,Chargeback,Merchant Error,High,24,TRUE,4,Email,Central,Agent_59
INC04374,C1942,6/16/2025 18:05,6/17/2025 2:33,508,KYC/Documentation,Verification Delay,Critical,4,FALSE,1,Chat,North,Agent_114
INC04375,C1240,1/3/2025 18:42,1/4/2025 15:39,1257,Transaction Mismatch,Missing Transaction,Low,72,TRUE,4,Email,East,Agent_72
INC04376,C1406,9/15/2025 15:35,9/15/2025 19:37,242,Payment Failure,Insufficient Funds,High,24,TRUE,5,Mobile App,West,Agent_103
INC04377,C1280,5/11/2025 18:30,5/12/2025 18:16,1426,Fraud Detection,Suspicious Login,Low,72,TRUE,,Email,East,Agent_15
INC04378,C1452,2/21/2025 17:29,2/22/2025 1:10,461,Transaction Mismatch,Missing Transaction,Medium,48,TRUE,4,Mobile App,West,Agent_56
INC04379,C1615,8/6/2025 22:25,8/10/2025 9:33,4988,Delay,Processing Queue,Low,72,FALSE,1,Email,East,Agent_21
INC04380,C1459,7/14/2025 8:08,7/14/2025 13:27,319,Payment Failure,Beneficiary Error,Medium,48,TRUE,5,Mobile App,Central,Agent_64
INC04381,C1026,1/8/2025 16:50,1/9/2025 0:07,437,Transaction Mismatch,Duplicate Transaction,Low,72,TRUE,5,Chat,West,Agent_94
INC04382,C1310,4/19/2025 23:37,4/20/2025 1:41,124,Account Access,MFA Issue,Medium,48,TRUE,5,Chat,West,Agent_62
INC04383,C1967,9/4/2025 3:17,9/4/2025 11:19,482,Transaction Mismatch,Duplicate Transaction,High,24,TRUE,4,Phone,South,Agent_47
INC04384,C1036,1/10/2025 22:05,1/11/2025 4:09,364,Transaction Mismatch,Duplicate Transaction,Low,72,TRUE,5,Chat,West,Agent_104
INC04385,C1273,6/15/2025 4:23,6/15/2025 17:18,775,Chargeback,Customer Dispute,Medium,48,TRUE,4,Chat,East,Agent_44
INC04386,C1847,6/22/2025 22:42,6/23/2025 9:40,658,Transaction Mismatch,Missing Transaction,Medium,48,TRUE,5,Chat,East,Agent_24
INC04387,C1799,1/2/2025 22:57,1/3/2025 18:36,1179,Delay,Processing Queue,High,24,TRUE,2,Phone,West,Agent_21
INC04388,C1486,8/29/2025 23:30,8/30/2025 6:34,424,Payment Failure,Beneficiary Error,Medium,48,TRUE,5,Mobile App,Central,Agent_42
INC04389,C1161,9/12/2025 1:45,9/12/2025 9:15,450,Payment Failure,Insufficient Funds,High,24,TRUE,4,Mobile App,West,Agent_3
INC04390,C1191,5/1/2025 13:59,5/2/2025 16:50,1611,KYC/Documentation,Mismatch Info,Low,72,TRUE,4,Mobile App,West,Agent_88
INC04391,C1292,6/6/2025 8:34,6/6/2025 12:22,228,Payment Failure,Beneficiary Error,Critical,4,TRUE,2,Email,East,Agent_6
INC04392,C1489,1/29/2025 15:38,1/30/2025 3:38,720,Transaction Mismatch,Amount Mismatch,Medium,48,TRUE,3,Mobile App,West,Agent_88
INC04393,C1600,5/12/2025 4:17,5/13/2025 16:45,2188,Delay,Interbank Delay,Medium,48,TRUE,2,Phone,West,Agent_25
INC04394,C1351,8/8/2025 18:21,8/9/2025 23:36,1755,KYC/Documentation,Mismatch Info,Medium,48,TRUE,3,Email,East,Agent_5
INC04395,C1491,2/20/2025 12:38,2/20/2025 16:36,238,Transaction Mismatch,Missing Transaction,Medium,48,TRUE,5,Email,South,Agent_7
INC04396,C1767,9/2/2025 21:02,9/3/2025 6:43,581,Payment Failure,Gateway Error,Low,72,TRUE,5,Chat,Central,Agent_3
INC04397,C1587,3/14/2025 6:49,3/14/2025 18:49,720,Fraud Detection,Card Fraud,High,24,TRUE,3,Email,East,Agent_80
INC04398,C1360,5/25/2025 3:35,5/27/2025 7:18,3103,Delay,Interbank Delay,Medium,48,FALSE,1,Phone,North,Agent_83
INC04399,C1109,3/31/2025 18:54,4/1/2025 8:12,798,Transaction Mismatch,Duplicate Transaction,Low,72,TRUE,,Email,Central,Agent_60
INC04400,C1669,2/18/2025 8:27,2/19/2025 2:18,1071,Transaction Mismatch,Duplicate Transaction,Low,72,TRUE,5,Email,North,Agent_104
INC04401,C1974,4/7/2025 7:36,4/7/2025 18:30,654,KYC/Documentation,Missing Documents,Critical,4,FALSE,1,Mobile App,West,Agent_88
INC04402,C1846,8/10/2025 20:37,8/11/2025 20:35,1438,Delay,Processing Queue,High,24,TRUE,1,Email,Central,Agent_87
INC04403,C1907,4/17/2025 23:30,4/19/2025 0:31,1501,KYC/Documentation,Mismatch Info,Medium,48,TRUE,3,Email,Central,Agent_65
INC04404,C1645,6/3/2025 12:15,6/3/2025 17:13,298,Account Access,Password Reset,Low,72,TRUE,,Chat,North,Agent_95
INC04405,C1139,5/5/2025 0:52,,,Delay,Interbank Delay,Medium,48,FALSE,,Phone,West,Agent_74
INC04406,C1434,4/15/2025 2:25,4/15/2025 15:30,785,Transaction Mismatch,Duplicate Transaction,Low,72,TRUE,4,Mobile App,Central,Agent_78
INC04407,C1523,3/16/2025 8:55,3/16/2025 12:08,193,Account Access,MFA Issue,Medium,48,TRUE,4,Email,West,Agent_19
INC04408,C1246,7/22/2025 17:45,,,Account Access,MFA Issue,Medium,48,FALSE,,Chat,Central,Agent_11
INC04409,C1807,3/29/2025 16:27,3/29/2025 22:52,385,Delay,Interbank Delay,Medium,48,TRUE,5,Mobile App,Central,Agent_11
INC04410,C1635,1/27/2025 9:01,1/27/2025 20:13,672,Transaction Mismatch,Amount Mismatch,Medium,48,TRUE,5,Mobile App,East,Agent_24
INC04411,C1144,5/25/2025 3:47,5/25/2025 4:33,46,Transaction Mismatch,Amount Mismatch,Medium,48,TRUE,5,Phone,East,Agent_3
INC04412,C1609,5/16/2025 2:45,5/18/2025 3:42,2937,Delay,Clearing Delay,Medium,48,FALSE,1,Chat,South,Agent_101
INC04413,C1102,5/8/2025 14:03,5/8/2025 17:15,192,Fraud Detection,Account Takeover,Medium,48,TRUE,5,Chat,Central,Agent_51
INC04414,C1064,4/24/2025 11:20,4/25/2025 1:58,878,Delay,Clearing Delay,Low,72,TRUE,5,Phone,North,Agent_113
INC04415,C1977,2/28/2025 23:20,3/1/2025 6:05,405,Transaction Mismatch,Duplicate Transaction,Medium,48,TRUE,5,Phone,South,Agent_62
INC04416,C1472,1/30/2025 22:02,1/31/2025 0:48,166,Account Access,Password Reset,Critical,4,TRUE,3,Chat,Central,Agent_25
INC04417,C1189,2/17/2025 14:23,2/17/2025 18:58,275,Chargeback,Merchant Error,Critical,4,FALSE,1,Phone,West,Agent_28
INC04418,C1861,8/21/2025 6:15,8/21/2025 6:56,41,Payment Failure,Beneficiary Error,Medium,48,TRUE,5,Phone,North,Agent_85
INC04419,C1161,5/29/2025 18:10,,,Delay,Processing Queue,Medium,48,FALSE,,Email,East,Agent_2
INC04420,C1607,1/1/2025 13:04,1/1/2025 20:29,445,Payment Failure,Insufficient Funds,Low,72,TRUE,5,Mobile App,West,Agent_7
INC04421,C1739,3/29/2025 20:20,4/1/2025 12:46,3866,Delay,Interbank Delay,Low,72,TRUE,2,Phone,East,Agent_107
INC04422,C1979,8/30/2025 2:04,8/30/2025 3:08,64,Payment Failure,Gateway Error,Critical,4,TRUE,4,Chat,East,Agent_7
INC04423,C1625,2/12/2025 10:47,2/13/2025 5:20,1113,Chargeback,Customer Dispute,Medium,48,TRUE,3,Mobile App,North,Agent_107
INC04424,C1949,3/19/2025 15:25,3/19/2025 18:25,180,Account Access,Locked Account,High,24,TRUE,5,Mobile App,West,Agent_78
INC04425,C1385,8/12/2025 13:03,8/12/2025 23:18,615,Transaction Mismatch,Missing Transaction,High,24,TRUE,3,Email,East,Agent_61
INC04426,C1267,6/29/2025 0:53,,,Delay,Interbank Delay,Medium,48,FALSE,,Phone,West,Agent_76
INC04427,C1503,5/15/2025 21:47,5/16/2025 2:20,273,Payment Failure,Gateway Error,High,24,TRUE,,Chat,East,Agent_113
INC04428,C1307,2/24/2025 23:33,2/25/2025 5:31,358,Transaction Mismatch,Duplicate Transaction,Low,72,TRUE,5,Phone,West,Agent_8
INC04429,C1362,7/8/2025 17:01,7/8/2025 23:27,386,Payment Failure,Beneficiary Error,High,24,TRUE,4,Mobile App,North,Agent_72
INC04430,C1277,3/29/2025 12:31,3/29/2025 14:10,99,Payment Failure,Insufficient Funds,High,24,TRUE,5,Chat,North,Agent_116
INC04431,C1414,6/3/2025 8:47,6/3/2025 13:27,280,Payment Failure,Insufficient Funds,High,24,TRUE,5,Mobile App,North,Agent_68
INC04432,C1448,2/1/2025 22:22,2/3/2025 15:46,2484,Delay,Interbank Delay,High,24,FALSE,,Mobile App,South,Agent_53
INC04433,C1576,5/10/2025 19:28,5/11/2025 17:59,1351,Fraud Detection,Account Takeover,Low,72,TRUE,4,Phone,East,Agent_20
INC04434,C1439,1/3/2025 14:24,1/3/2025 14:03,-21,Payment Failure,Insufficient Funds,Medium,48,TRUE,4,Phone,East,Agent_29
INC04435,C1805,8/7/2025 11:36,8/9/2025 21:57,3501,Delay,Clearing Delay,Medium,48,FALSE,1,Mobile App,West,Agent_53
INC04436,C1038,2/23/2025 21:03,2/24/2025 6:49,586,Fraud Detection,Account Takeover,High,24,TRUE,4,Phone,West,Agent_56
INC04437,C1727,1/8/2025 2:44,1/9/2025 3:04,1460,KYC/Documentation,Verification Delay,High,24,FALSE,1,Phone,North,Agent_116
INC04438,C1467,8/18/2025 15:35,8/19/2025 3:20,705,Delay,Interbank Delay,Critical,4,FALSE,1,Mobile App,North,Agent_68
INC04439,C1094,8/8/2025 15:30,8/9/2025 13:26,1316,Delay,Interbank Delay,Medium,48,TRUE,4,Email,South,Agent_71
INC04440,C1606,4/30/2025 9:37,5/1/2025 19:04,2007,Delay,Clearing Delay,Low,72,TRUE,4,Email,North,Agent_47
INC04441,C1432,3/23/2025 14:11,3/23/2025 21:00,409,Transaction Mismatch,Duplicate Transaction,Medium,48,TRUE,5,Mobile App,East,Agent_101
INC04442,C1353,1/28/2025 16:43,,,Delay,Processing Queue,High,24,FALSE,,Chat,East,Agent_89
INC04443,C1552,8/27/2025 20:56,8/28/2025 4:24,448,Transaction Mismatch,Missing Transaction,High,24,TRUE,4,Phone,North,Agent_23
INC04444,C1098,3/26/2025 10:48,3/26/2025 13:01,133,Account Access,Password Reset,Medium,48,TRUE,5,Phone,Central,Agent_70
INC04445,C1413,1/20/2025 4:22,1/21/2025 1:26,1264,KYC/Documentation,Missing Documents,High,24,TRUE,1,Email,North,Agent_95
INC04446,C1360,7/23/2025 22:15,7/24/2025 15:39,1044,Delay,Interbank Delay,High,24,TRUE,3,Phone,East,Agent_16
INC04447,C1586,7/20/2025 14:57,7/20/2025 15:47,50,Account Access,MFA Issue,Medium,48,TRUE,5,Mobile App,East,Agent_70
INC04448,C1249,7/23/2025 23:12,7/24/2025 5:47,395,KYC/Documentation,Missing Documents,Low,72,TRUE,5,Mobile App,Central,Agent_63
INC04449,C1368,4/7/2025 4:51,4/7/2025 9:11,260,Payment Failure,Gateway Error,Low,72,TRUE,5,Phone,Central,Agent_117
INC04450,C1474,1/11/2025 12:39,1/12/2025 22:04,2005,Delay,Interbank Delay,Medium,48,TRUE,3,Email,Central,Agent_64
INC04451,C1057,2/19/2025 17:58,2/19/2025 22:07,249,Payment Failure,Insufficient Funds,High,24,TRUE,,Phone,North,Agent_56
INC04452,C1828,7/19/2025 10:34,7/19/2025 17:02,388,Payment Failure,Gateway Error,High,24,TRUE,4,Email,North,Agent_97
INC04453,C1424,1/3/2025 8:27,1/3/2025 17:18,531,Fraud Detection,Account Takeover,High,24,TRUE,3,Phone,Central,Agent_78
INC04454,C1638,9/12/2025 1:24,9/12/2025 6:12,288,Payment Failure,Beneficiary Error,Low,72,TRUE,4,Phone,East,Agent_37
INC04455,C1248,8/28/2025 19:03,8/29/2025 20:25,1522,KYC/Documentation,Verification Delay,Medium,48,TRUE,3,Phone,East,Agent_61
INC04456,C1435,1/8/2025 4:31,1/8/2025 15:57,686,Payment Failure,Gateway Error,Low,72,TRUE,,Chat,East,Agent_15
INC04457,C1874,4/7/2025 0:43,4/8/2025 8:16,1893,Delay,Processing Queue,High,24,FALSE,1,Phone,Central,Agent_70
INC04458,C1554,6/17/2025 15:21,6/18/2025 3:39,738,Transaction Mismatch,Missing Transaction,Medium,48,TRUE,4,Chat,South,Agent_63
INC04459,C1455,6/7/2025 0:24,6/7/2025 6:17,353,Payment Failure,Beneficiary Error,Low,72,TRUE,5,Email,East,Agent_41
INC04460,C1862,4/25/2025 5:00,4/25/2025 10:59,359,Account Access,Locked Account,Low,72,TRUE,5,Chat,North,Agent_15
INC04461,C1522,4/7/2025 10:10,4/7/2025 15:46,336,Transaction Mismatch,Amount Mismatch,High,24,TRUE,5,Mobile App,East,Agent_2
INC04462,C1650,7/5/2025 3:13,7/5/2025 9:39,386,Payment Failure,Beneficiary Error,Low,72,TRUE,5,Chat,North,Agent_66
INC04463,C1958,1/13/2025 11:47,1/15/2025 21:14,3447,KYC/Documentation,Missing Documents,Low,72,TRUE,2,Phone,West,Agent_34
INC04464,C1857,1/22/2025 8:47,1/24/2025 4:03,2596,Delay,Interbank Delay,Medium,48,TRUE,2,Email,South,Agent_103
INC04465,C1939,3/20/2025 15:26,3/20/2025 21:58,392,Payment Failure,Insufficient Funds,Medium,48,TRUE,5,Chat,West,Agent_29
INC04466,C1871,8/27/2025 19:12,8/27/2025 20:46,94,Payment Failure,Gateway Error,Medium,48,TRUE,5,Email,Central,Agent_7
INC04467,C1308,7/12/2025 1:23,7/12/2025 13:11,708,Fraud Detection,Card Fraud,Medium,48,TRUE,5,Phone,South,Agent_62
INC04468,C1833,4/16/2025 19:54,4/17/2025 3:42,468,Payment Failure,Gateway Error,Medium,48,TRUE,5,Phone,Central,Agent_29
INC04469,C1358,8/9/2025 12:37,8/10/2025 7:29,1132,KYC/Documentation,Verification Delay,Low,72,TRUE,3,Email,North,Agent_85
INC04470,C1430,6/6/2025 23:20,,,Chargeback,Merchant Error,Low,72,FALSE,,Phone,East,Agent_5
INC04471,C1110,6/13/2025 3:58,6/13/2025 8:29,271,Transaction Mismatch,Amount Mismatch,High,24,TRUE,5,Mobile App,Central,Agent_71
INC04472,C1203,9/3/2025 13:49,9/4/2025 0:59,670,Fraud Detection,Suspicious Login,High,24,TRUE,4,Phone,East,Agent_20
INC04473,C1106,4/18/2025 7:52,4/18/2025 10:19,147,Account Access,Locked Account,Medium,48,TRUE,5,Mobile App,North,Agent_99
INC04474,C1264,3/16/2025 10:01,3/16/2025 13:35,214,Account Access,Locked Account,Low,72,TRUE,5,Phone,North,Agent_100
INC04475,C1527,6/8/2025 7:49,6/8/2025 15:11,442,Payment Failure,Insufficient Funds,High,24,TRUE,,Chat,West,Agent_6
INC04476,C1751,9/13/2025 20:09,9/15/2025 17:33,2724,Delay,Clearing Delay,Medium,48,TRUE,2,Mobile App,West,Agent_26
INC04477,C1863,7/31/2025 16:01,8/1/2025 16:19,1458,Fraud Detection,Account Takeover,Low,72,TRUE,,Email,South,Agent_25
INC04478,C1475,1/23/2025 18:29,1/24/2025 15:22,1253,Delay,Processing Queue,Medium,48,TRUE,4,Mobile App,North,Agent_81
INC04479,C1576,8/27/2025 11:06,8/27/2025 11:35,29,Account Access,MFA Issue,Low,72,TRUE,5,Mobile App,South,Agent_52
INC04480,C1433,8/24/2025 16:59,8/26/2025 0:04,1865,Delay,Processing Queue,Medium,48,TRUE,,Mobile App,North,Agent_2
INC04481,C1163,7/13/2025 12:54,7/14/2025 0:29,695,Payment Failure,Beneficiary Error,Low,72,TRUE,4,Mobile App,Central,Agent_7
INC04482,C1330,6/9/2025 23:55,6/10/2025 13:57,842,Transaction Mismatch,Missing Transaction,Medium,48,TRUE,4,Phone,West,Agent_70
INC04483,C1625,2/8/2025 21:28,2/11/2025 22:54,4406,Delay,Processing Queue,Low,72,FALSE,1,Mobile App,Central,Agent_57
INC04484,C1742,1/5/2025 6:07,1/5/2025 9:12,185,Payment Failure,Beneficiary Error,Low,72,TRUE,5,Phone,Central,Agent_70
INC04485,C1966,6/27/2025 23:16,6/29/2025 5:14,1798,KYC/Documentation,Verification Delay,Medium,48,TRUE,3,Chat,Central,Agent_32
INC04486,C1468,4/9/2025 8:26,4/9/2025 12:39,253,Account Access,Locked Account,Low,72,TRUE,5,Email,West,Agent_8
INC04487,C1720,4/4/2025 3:13,4/4/2025 5:30,137,Account Access,Locked Account,Medium,48,TRUE,5,Mobile App,West,Agent_39
INC04488,C1310,1/29/2025 10:59,1/29/2025 14:32,213,Payment Failure,Beneficiary Error,Medium,48,TRUE,5,Email,North,Agent_68
INC04489,C1944,9/13/2025 23:35,9/15/2025 15:10,2375,KYC/Documentation,Missing Documents,Medium,48,TRUE,2,Chat,South,Agent_57
INC04490,C1294,2/24/2025 4:26,2/24/2025 8:08,222,KYC/Documentation,Mismatch Info,Medium,48,TRUE,5,Phone,East,Agent_101
INC04491,C1731,6/13/2025 15:34,6/14/2025 10:34,1140,Delay,Processing Queue,Medium,48,TRUE,4,Phone,East,Agent_105
INC04492,C1492,3/27/2025 3:53,3/27/2025 4:45,52,Account Access,MFA Issue,Critical,4,TRUE,5,Chat,East,Agent_32
INC04493,C1360,4/11/2025 3:31,4/12/2025 1:20,1309,Delay,Clearing Delay,Medium,48,TRUE,4,Mobile App,West,Agent_56
INC04494,C1937,3/11/2025 1:33,3/12/2025 5:47,1694,KYC/Documentation,Verification Delay,Medium,48,TRUE,3,Mobile App,East,Agent_115
INC04495,C1119,1/7/2025 3:21,1/7/2025 5:37,136,Transaction Mismatch,Duplicate Transaction,Critical,4,TRUE,3,Mobile App,Central,Agent_85
INC04496,C1153,6/12/2025 13:21,6/13/2025 15:06,1545,Delay,Interbank Delay,Medium,48,TRUE,2,Chat,East,Agent_72
INC04497,C1165,8/5/2025 12:29,8/5/2025 15:06,157,Payment Failure,Beneficiary Error,Medium,48,TRUE,5,Email,West,Agent_61
INC04498,C1106,5/19/2025 1:27,5/19/2025 7:34,367,Delay,Interbank Delay,Critical,4,FALSE,1,Email,Central,Agent_21
INC04499,C1223,8/13/2025 22:59,8/14/2025 2:07,188,Fraud Detection,Account Takeover,Medium,48,TRUE,5,Email,Central,Agent_18
INC04500,C1662,4/14/2025 17:42,4/15/2025 3:24,582,Payment Failure,Insufficient Funds,Low,72,TRUE,5,Chat,West,Agent_84
INC04501,C1232,9/14/2025 23:26,9/14/2025 22:56,-30,Payment Failure,Insufficient Funds,Critical,4,TRUE,5,Chat,West,Agent_48
INC04502,C1948,9/12/2025 8:41,9/16/2025 6:41,5640,Delay,Interbank Delay,Low,72,FALSE,1,Phone,East,Agent_107
INC04503,C1032,3/24/2025 13:09,3/25/2025 21:24,1935,Fraud Detection,Account Takeover,Low,72,TRUE,5,Phone,North,Agent_20
INC04504,C1818,8/8/2025 13:55,8/9/2025 9:15,1160,KYC/Documentation,Mismatch Info,High,24,TRUE,1,Mobile App,North,Agent_37
INC04505,C1401,1/19/2025 18:58,1/20/2025 10:13,915,Delay,Clearing Delay,Medium,48,TRUE,4,Chat,Central,Agent_112
INC04506,C1485,6/15/2025 9:21,6/16/2025 16:02,1841,Chargeback,Customer Dispute,Low,72,TRUE,4,Chat,West,Agent_17
INC04507,C1004,9/9/2025 23:19,9/10/2025 4:33,314,Account Access,Locked Account,Low,72,TRUE,5,Chat,South,Agent_106
INC04508,C1702,3/8/2025 10:42,3/8/2025 13:44,182,Payment Failure,Beneficiary Error,High,24,TRUE,5,Email,North,Agent_64
INC04509,C1409,4/12/2025 5:06,4/12/2025 13:13,487,Chargeback,Merchant Error,High,24,TRUE,3,Phone,North,Agent_96
INC04510,C1885,8/18/2025 1:40,8/18/2025 3:24,104,Account Access,MFA Issue,High,24,TRUE,5,Phone,West,Agent_12
INC04511,C1416,4/20/2025 21:58,4/23/2025 8:10,3492,Delay,Clearing Delay,Low,72,TRUE,2,Chat,South,Agent_19
INC04512,C1313,8/23/2025 13:58,8/23/2025 21:41,463,Fraud Detection,Account Takeover,High,24,TRUE,,Mobile App,East,Agent_18
INC04513,C1511,8/9/2025 21:43,8/10/2025 0:01,138,Transaction Mismatch,Duplicate Transaction,Critical,4,TRUE,3,Mobile App,East,Agent_11
INC04514,C1196,2/11/2025 13:00,2/11/2025 14:46,106,Payment Failure,Beneficiary Error,Medium,48,TRUE,5,Mobile App,East,Agent_46
INC04515,C1689,9/10/2025 10:36,9/10/2025 14:11,215,Account Access,Password Reset,Low,72,TRUE,5,Chat,East,Agent_21
INC04516,C1746,3/26/2025 7:03,3/27/2025 6:04,1381,KYC/Documentation,Verification Delay,High,24,TRUE,2,Email,North,Agent_117
INC04517,C1658,5/7/2025 20:08,5/8/2025 15:07,1139,Chargeback,Merchant Error,Medium,48,TRUE,4,Chat,South,Agent_30
INC04518,C1937,3/16/2025 18:44,3/17/2025 4:51,607,Transaction Mismatch,Duplicate Transaction,Medium,48,TRUE,5,Mobile App,East,Agent_113
INC04519,C1651,1/28/2025 9:54,1/29/2025 9:48,1434,Transaction Mismatch,Duplicate Transaction,Low,72,TRUE,4,Mobile App,East,Agent_117
INC04520,C1302,9/4/2025 4:50,9/4/2025 11:24,394,Account Access,Locked Account,Low,72,TRUE,4,Phone,Central,Agent_102
INC04521,C1032,1/6/2025 13:28,1/7/2025 8:09,1121,KYC/Documentation,Mismatch Info,High,24,TRUE,2,Mobile App,Central,Agent_38
INC04522,C1651,5/30/2025 5:39,6/1/2025 14:44,3425,Delay,Processing Queue,Low,72,TRUE,1,Chat,South,Agent_16
INC04523,C1992,3/7/2025 16:08,3/7/2025 18:37,149,Transaction Mismatch,Duplicate Transaction,Critical,4,TRUE,3,Phone,South,Agent_37
INC04524,C1370,2/6/2025 0:21,2/6/2025 9:42,561,Transaction Mismatch,Missing Transaction,Medium,48,TRUE,5,Chat,South,Agent_34
INC04525,C1271,6/29/2025 12:22,6/29/2025 17:17,295,Account Access,Password Reset,Low,72,TRUE,5,Chat,North,Agent_92
INC04526,C1072,8/28/2025 22:01,8/28/2025 23:34,93,Account Access,MFA Issue,High,24,TRUE,5,Email,Central,Agent_43
INC04527,C1275,5/30/2025 7:20,5/30/2025 14:40,440,Transaction Mismatch,Missing Transaction,High,24,TRUE,4,Chat,Central,Agent_3
INC04528,C1652,8/30/2025 6:44,8/31/2025 1:32,1128,KYC/Documentation,Missing Documents,Medium,48,TRUE,3,Phone,North,Agent_24
INC04529,C1262,7/21/2025 9:40,7/22/2025 2:07,987,Delay,Processing Queue,Medium,48,TRUE,4,Chat,West,Agent_71
INC04530,C1454,4/22/2025 14:40,4/23/2025 7:03,983,Delay,Clearing Delay,Low,72,TRUE,5,Phone,Central,Agent_48
INC04531,C1414,1/11/2025 20:25,1/14/2025 12:31,3846,Delay,Processing Queue,Low,72,TRUE,2,Email,East,Agent_92
INC04532,C1620,4/14/2025 4:27,4/14/2025 8:01,214,Transaction Mismatch,Amount Mismatch,Critical,4,TRUE,2,Phone,East,Agent_95
INC04533,C1451,9/9/2025 1:30,9/9/2025 4:37,187,Payment Failure,Beneficiary Error,High,24,TRUE,5,Mobile App,West,Agent_85
INC04534,C1854,6/18/2025 5:44,6/18/2025 21:58,974,Fraud Detection,Suspicious Login,Medium,48,TRUE,5,Email,West,Agent_73
INC04535,C1600,2/25/2025 16:19,2/25/2025 23:52,453,Fraud Detection,Card Fraud,High,24,TRUE,4,Email,Central,Agent_118
INC04536,C1150,7/5/2025 14:45,7/6/2025 1:53,668,Payment Failure,Beneficiary Error,Low,72,TRUE,5,Phone,North,Agent_54
INC04537,C1290,6/30/2025 3:20,6/30/2025 7:46,266,Account Access,MFA Issue,Low,72,TRUE,5,Mobile App,Central,Agent_107
INC04538,C1072,9/10/2025 3:23,9/10/2025 21:30,1087,Transaction Mismatch,Amount Mismatch,Low,72,TRUE,4,Mobile App,Central,Agent_100
INC04539,C1918,4/27/2025 2:50,4/27/2025 10:02,432,Fraud Detection,Account Takeover,High,24,TRUE,4,Mobile App,North,Agent_79
INC04540,C1115,8/5/2025 23:06,8/6/2025 12:20,794,Transaction Mismatch,Duplicate Transaction,Medium,48,TRUE,3,Phone,North,Agent_101
INC04541,C1365,1/23/2025 5:31,1/23/2025 10:36,305,Transaction Mismatch,Missing Transaction,Medium,48,TRUE,5,Mobile App,North,Agent_99
INC04542,C1667,1/3/2025 11:07,1/6/2025 15:12,4565,Delay,Interbank Delay,Low,72,FALSE,1,Phone,West,Agent_25
INC04543,C1918,2/18/2025 19:44,2/19/2025 5:24,580,Transaction Mismatch,Amount Mismatch,High,24,TRUE,4,Mobile App,Central,Agent_27
INC04544,C1947,3/29/2025 23:35,3/30/2025 15:09,934,Payment Failure,Beneficiary Error,Low,72,TRUE,4,Mobile App,East,Agent_87
INC04545,C1199,7/17/2025 5:11,7/19/2025 8:38,3087,KYC/Documentation,Mismatch Info,Medium,48,FALSE,2,Phone,North,Agent_96
INC04546,C1879,6/28/2025 5:42,6/28/2025 8:04,142,Account Access,Password Reset,Medium,48,TRUE,5,Phone,West,Agent_42
INC04547,C1623,8/17/2025 19:12,8/19/2025 9:00,2268,Delay,Processing Queue,Low,72,TRUE,3,Chat,North,Agent_76
INC04548,C1685,7/12/2025 21:17,7/13/2025 19:51,1354,Chargeback,Merchant Error,Low,72,TRUE,4,Email,Central,Agent_36
INC04549,C1076,1/4/2025 18:59,1/6/2025 6:10,2111,KYC/Documentation,Verification Delay,Medium,48,TRUE,2,Chat,West,Agent_110
